01_PortLocation,02_PortName,03_PortAuth,04_PortAddress,05_PortPhone,06_PortFax,07_Port800Num,08_PortEmail,09_PortWeb,10_PortLat,11_PortLong,12_PortLOCODE,13_PortType,14_PortSize,LAT,LONGS
Carnlough,Port of Carnlough,Carnlough Whiting (Export) Ltd,"Port OfficeCarnlough, AntrimUnited Kingdom",NAN,NAN,NAN,NAN,NAN,"54° 59' 37"" N","5° 59' 18"" W",NAN,Harbor,Small,54.993611111111115,-5.988333333333333
Carrickfergus,Carrickfergus Harbour,Carrickfergus Borough Council,Carrickfergus Civic CentreAntrim StreetCarrickfergus BT38 7DGUnited Kingdom,44 28 9335 8000,44 28 9336 6676,NAN,NAN,www.carrickfergus.org,"54° 42' 40"" N","5° 48' 37"" W",GBCFG,Harbor,Small,54.711111111111116,-5.810277777777777
Carrickfergus,Port of Kilroot,AES Kilroot,"Kilroot Power StationLarne RoadCarrickfergus, Northern Ireland BT38 7LXUnited Kingdom",NAN,NAN,NAN,NAN,NAN,"54° 43' 31"" N","5° 45' 10"" W",GBKLR,"Pier, Jetty or Wharf",Small,54.72527777777778,-5.752777777777778
Castlebay,Port of Castlebay,Comhairle Nan Eilean Siar,"Balivanich, Isle of Benbecula HS7 5LAUnited Kingdom",44 1870 602425,44 1870 602988,NAN,harbourmaster@cne-siar.gov.uk,www.cne-siar.gov.uk/harbourmaster,"56° 57' 14"" N","7° 29' 16"" W",GBCBA,Harbor,Small,56.95388888888889,-7.487777777777778
Castletown,Castletown Harbor,Isle of Man Harbours,"Castletown Harbour OfficeThe QuayCastletown, Isle of Man IM9 1LDUnited Kingdom",44 0 1624 823549,44 0 1624 824339,NAN,NAN,www.gov.im/harbours,"54° 4' 25"" N","4° 39' 6"" W",NAN,Harbor,Small,54.07361111111111,-4.651666666666667
Ceann a Gharaidh,Port of Ceann a Gharaidh,Comhairle Nan Eilean Siar,"Balivanich, Isle of Benbecula HS7 5LAUnited Kingdom",44 1870 602425,44 1870 602988,NAN,harbourmaster@cne-siar.gov.uk,www.cne-siar.gov.uk/harbourmaster,"57° 4' 14"" N","7° 18' 31"" W",NAN,Harbor,Small,57.07055555555556,-7.3086111111111105
Charlestown,Charlestown Harbor,NAN,CharlestownUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"50° 19' 53"" N","4° 45' 23"" W",GBCHF,Harbor,Very Small,50.331388888888895,-4.756388888888889
Chatham,Chatham Docks,Mersey Docks and Harbour Company,"Medway PortsSheerness DocksSheerness, Kent ME12 1RSUnited Kingdom",44 01795 596596,44 01795 660072,NAN,descrampton@medwayports.com,www.medwayports.com,"51° 23' 59"" N","0° 32' 50"" E",GBCTM,River Port,Small,51.39972222222222,0.5472222222222222
Chichester,Chichester Harbour,Chichester Harbour Conservancy,"Harbour OfficeItchenorChichester, West Sussex PO20 7AWUnited Kingdom",01243 512 301,NAN,NAN,harbourmaster@conservancy.co.uk,www.conservancy.co.uk,"50° 48' 27"" N","0° 54' 22"" W",GBCST,Harbor,Small,50.8075,-0.9061111111111111
Clydebank,Rothesay Dock,NAN,ClydebankUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"55° 53' 39"" N","4° 24' 5"" W",NAN,River Port,Small,55.89416666666666,-4.4013888888888895
Colchester,Port of Colchester,Colchester Borough Council,"Harbour OfficeWalter Radcliffe WayWivenhoe, Colchester, Essex CO7 9JRUnited Kingdom",44 1206 827316,44 1206 827023,NAN,NAN,www.colchester.gov.uk,"51° 52' 42"" N","0° 55' 52"" E",GBCOL,River Port,Small,51.87833333333333,0.9311111111111111
Coleraine,Port of Coleraine,Coleraine Harbour Commissioners,"4 Riversdale RoadColeraine, Londonderry BT52 1XAUnited Kingdom",44 28 7034 2012,44 28 7035 2000,NAN,NAN,NAN,"55° 7' 59"" N","6° 40' 30"" W",GBCLR,River Port,Small,55.13305555555556,-6.675000000000001
Collafirth,Collafirth Harbour,Sullom Voe Harbour Authority,"Port Administration BuildingSella NessSullom Voe, Shetland ZE2 9QRUnited Kingdom",1806 242551,1806 242237,NAN,ports@shetland.gov.uk,www.shetland.gov.uk/ports,"60° 32' 24"" N","1° 20' 58"" W",NAN,"Pier, Jetty or Wharf",Very Small,60.54,-1.3494444444444444
Combwich,Combwich Harbor,NAN,CombwichUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"51° 10' 30"" N","3° 3' 30"" W",NAN,River Port,Very Small,51.175,-3.058333333333333
Conwy,Conwy Harbour,Conwy Port Authority,Harbour OfficeThe QuayConwy LL32 8BBUnited Kingdom,44 1492 596253,44 1492 585222,NAN,harbwr.conwy.harbour@conwy.gov.uk,www.conwy.gov.uk,"53° 17' 22"" N","3° 49' 59"" W",GBCWA,Harbor,Small,53.28944444444444,-3.833055555555555
Corpach,Corpach Harbor,NAN,CorpachUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"56° 50' 32"" N","5° 7' 18"" W",GBCOR,Harbor,Very Small,56.842222222222226,-5.121666666666666
Coryton,Port of Coryton,NAN,CorytonUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"51° 30' 32"" N","0° 30' 29"" E",GBCOY,Seaport,Small,51.50888888888889,0.5080555555555556
Craignure,Craignure Harbor,NAN,CraignureUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"56° 28' 15"" N","5° 42' 20"" W",NAN,"Pier, Jetty or Wharf",Very Small,56.47083333333334,-5.705555555555556
Crinan,Port of Crinan,NAN,CrinanUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"56° 5' 28"" N","5° 33' 26"" W",NAN,Harbor,Small,56.09111111111111,-5.557222222222222
Cromarty,Cromarty Harbor,Cromarty Harbor Trust,"Cromarty, ScotlandUnited Kingdom",01381 600479,NAN,NAN,info@cromartyharbour.org,www.cromartyharbour.org,"57° 40' 59"" N","4° 2' 17"" W",NAN,Harbor,Small,57.683055555555555,-4.038055555555555
Cromore,Port of Cromore,Comhairle Nan Eilean Siar,"Balivanich, Isle of Benbecula HS7 5LAUnited Kingdom",44 1870 602425,44 1870 602988,NAN,harbourmaster@cne-siar.gov.uk,www.cne-siar.gov.uk/harbourmaster,"58° 6' 16"" N","6° 24' 59"" W",NAN,"Pier, Jetty or Wharf",Very Small,58.10444444444445,-6.416388888888889
Crossbost,Port of Crossbost,Comhairle Nan Eilean Siar,"Balivanich, Isle of Benbecula HS7 5LAUnited Kingdom",44 1870 602425,44 1870 602988,NAN,harbourmaster@cne-siar.gov.uk,www.cne-siar.gov.uk/harbourmaster,"58° 7' 54"" N","6° 26' 11"" W",NAN,"Pier, Jetty or Wharf",Very Small,58.13166666666667,-6.436388888888889
Crouch,Crouch Harbour,Crouch Harbour Authority,Harbour OfficeThe QuayBurnham-on-Crouch CM0 8ASUnited Kingdom,44 1621 783602,44 1621 783602,NAN,NAN,NAN,"51° 37' 26"" N","0° 49' 10"" E",NAN,Harbor,Small,51.62388888888889,0.8194444444444444
Cullivoe,Cullivoe Harbour,Sullom Voe Harbour Authority,"Port Administration BuildingSella NessSullom Voe, Shetland ZE2 9QRUnited Kingdom",1806 242551,1806 242237,NAN,ports@shetland.gov.uk,www.shetland.gov.uk/ports,"60° 41' 54"" N","0° 59' 55"" W",NAN,"Pier, Jetty or Wharf",Very Small,60.69833333333333,-0.998611111111111
Dagenham,Port of Dagenham,NAN,DagenhamUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"51° 30' 58"" N","0° 8' 39"" E",GBDAG,Seaport,Small,51.51611111111111,0.14416666666666667
Dartmouth,Dart Harbour,Dart Harbour and Navigation Authority,"6 Oxford StreetDartmouth, Devon TQ6 9ALUnited Kingdom",01803 832337,01803 833631,NAN,dhna@dartharbour.org.uk,www.dartharbour.org,"50° 21' 4"" N","3° 34' 29"" W",GBDTM,Harbor,Small,50.35111111111111,-3.574722222222222
Derbyhaven,Derbyhaven Harbor,Isle of Man Harbours,"Castletown Harbour OfficeThe QuayCastletown, Isle of Man IM9 1LDUnited Kingdom",44 0 1624 823549,44 0 1624 824339,NAN,NAN,www.gov.im/harbours,"54° 4' 30"" N","4° 36' 55"" W",NAN,Harbor,Very Small,54.075,-4.615277777777777
Douglas,Douglas Harbor,Isle of Man Harbours,"Sea Terminal BuildingDouglas, Isle of Man IM1 2RFUnited Kingdom",44 0 1624 686923,44 0 1624 626403,NAN,NAN,www.gov.im/harbours,"54° 8' 46"" N","4° 28' 30"" W",NAN,Harbor,Small,54.14611111111111,-4.4750000000000005
Dover,Port of Dover,Dover Harbour Board,"Harbour House / Marine ParadeDover, England CT17 9BUUnited Kingdom",44 1304 240400,44 1304 240465,NAN,NAN,www.doverport.co.uk,"51° 7' 15"" N","1° 19' 31"" E",GBDVR,Harbor,Small,51.12083333333334,1.3252777777777778
Drummore,Drummore Harbor,Drummore Harbour Trust Ltd,ScotlandUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"54° 41' 31"" N","4° 53' 26"" W",NAN,Harbor,Very Small,54.69194444444444,-4.890555555555555
Dunbar,Dunbar Harbor,NAN,DunbarUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"56° 0' 20"" N","2° 30' 55"" W",NAN,Harbor,Very Small,56.00555555555555,-2.515277777777778
Dunoon,Dunoon Harbor,NAN,DunoonUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"55° 56' 49"" N","4° 55' 22"" W",GBDNU,"Pier, Jetty or Wharf",Very Small,55.94694444444444,-4.922777777777778
Dunvegan,Dunvegan Harbor,NAN,"Dunvegan, ScotlandUnited Kingdom",NAN,NAN,NAN,NAN,NAN,"57° 26' 29"" N","6° 35' 25"" W",NAN,"Pier, Jetty or Wharf",Small,57.44138888888889,-6.590277777777778
Eastham,Queen Elizabeth II Dock,Manchester Ship Canal Company,"Runcorn DocksPercival LaneRuncorn, Cheshire WA7 4UYUnited Kingdom",01928 508550,01928 567469,NAN,mail@shipcanal.co.uk,www.shipcanal.co.uk,"53° 19' 18"" N","2° 57' 1"" W",NAN,"Pier, Jetty or Wharf",Very Small,53.32166666666667,-2.950277777777778
Eccles,Port of Eccles,Manchester Ship Canal Co,"Runcorn DocsPercival LaneRuncorn, Cheshire WA7 4UYUnited Kingdom",44 1928 508550,44 1928 567469,NAN,mail@shipcanal.co.uk,www.shipcanal.co.uk,"53° 28' 39"" N","2° 20' 23"" W",GBECS,River Port,Very Small,53.4775,-2.3397222222222225
Edinburgh,Hound Point Marine Terminal,BP,EdinburghUnited Kingdom,NAN,NAN,NAN,NAN,www.bp.com,"56° 0' 20"" N","3° 21' 33"" W",GBHPT,"Pier, Jetty or Wharf",Very Small,56.00555555555555,-3.359166666666667
Eling,Eling Harbor,NAN,ElingUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"50° 54' 40"" N","1° 28' 52"" W",NAN,River Port,Very Small,50.91111111111111,-1.4811111111111113
Ellesmere Port,Ellesmere Port,Manchester Ship Canal Co,"Runcorn DocsPercival LaneRuncorn, Cheshire WA7 4UYUnited Kingdom",44 1928 508550,44 1928 567469,NAN,mail@shipcanal.co.uk,www.shipcanal.co.uk,"53° 17' 25"" N","2° 52' 29"" W",GBELL,River Port,Medium,53.290277777777774,-2.874722222222222
Exmouth,Port of Exmouth,Port Authority of Exmouth,Exmouth Dock CoExmouthUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"50° 37' 1"" N","3° 25' 25"" W",GBEXM,Harbor,Small,50.61694444444444,-3.423611111111111
Eyemouth,Eyemouth Harbor,NAN,EyemouthUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"55° 52' 20"" N","2° 5' 13"" W",NAN,Harbor,Very Small,55.87222222222222,-2.0869444444444447
Fair Isle,Fair Isle Harbour,Sullom Voe Harbour Authority,"Port Administration BuildingSella NessSullom Voe, Shetland ZE2 9QRUnited Kingdom",1806 242551,1806 242237,NAN,ports@shetland.gov.uk,www.shetland.gov.uk/ports,"59° 32' 18"" N","1° 36' 13"" W",GBFIE,"Pier, Jetty or Wharf",Very Small,59.538333333333334,-1.603611111111111
Fawley,Port of Fawley,NAN,FawleyUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"50° 50' 19"" N","1° 20' 6"" W",GBFAW,"Pier, Jetty or Wharf",Small,50.83861111111111,-1.335
Findhorn,Findhorn Harbor,Findhorn Fairways Committee,"Findhorn, ScotlandUnited Kingdom",01309 690099,NAN,NAN,NAN,NAN,"57° 39' 33"" N","3° 36' 48"" W",NAN,"Pier, Jetty or Wharf",Very Small,57.659166666666664,-3.6133333333333333
Fingringhoe,Port of Fingringhoe,Colchester Borough Council,"Harbour OfficeWalter Radcliffe WayWivenhoe, Colchester, Essex CO7 9JRUnited Kingdom",44 1206 827316,44 1206 827023,NAN,NAN,www.colchester.gov.uk,"51° 51' 13"" N","0° 57' 24"" E",GBFRH,River Port,Small,51.853611111111114,0.9566666666666667
Finnart,Finnart Oil Terminal,NAN,FinnartUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"56° 6' 47"" N","4° 50' 9"" W",GBFNT,"Pier, Jetty or Wharf",Small,56.113055555555555,-4.835833333333333
Finstown,Finstown Amenity Slipway,Orkney Islands Council,"Department of Marine ServicesHarbour Authority BuildingScapa, Scotland KW15 1SDUnited Kingdom",44 1856 873636,44 1856 873012,NAN,harbours@orkney.gov.uk,www.orkneyharbours.com,"59° 0' 22"" N","3° 6' 35"" W",NAN,"Pier, Jetty or Wharf",Very Small,59.00611111111111,-3.1097222222222225
Fishbourne,Fishbourne Harbor,NAN,"Queen's Harbour MasterFishbourne, Isle of Wight PO33 2NQUnited Kingdom",023 927 23124,NAN,NAN,NAN,NAN,"50° 44' 1"" N","1° 12' 54"" W",NAN,Harbor,Small,50.73361111111111,-1.2149999999999999
Fishguard,Fishguard Harbour,Stena Line Ports Ltd,"Fishguard HarbourGoodwick, Pembrokeshire SA64 0BUUnited Kingdom",44 1348 404406,44 1348 404446,NAN,NAN,NAN,"52° 0' 23"" N","4° 58' 59"" W",GBFIS,Harbor,Small,52.006388888888885,-4.983055555555556
Fleetwood,Port of Fleetwood,Associated British Ports,"ABP FleetwoodDock OfficeLancs, Lancashire FY7 6PPUnited Kingdom",01253 872 323,01253 777 549,NAN,nridehalgh@abports.co.uk,www.abports.co.uk/custinfo/ports/fleet.htm,"53° 55' 16"" N","3° 0' 29"" W",GBFLE,Seaport,Small,53.92111111111111,-3.0080555555555555
Flixborough,Flixborough Wharf,Flixborough Wharf Ltd,"Flixborough WharfFlixborough, Scunthorpe, North Lincolnshire DN15 8RSUnited Kingdom",44 1724 867691,44 1724 851207,NAN,info@flixboroughwharf.co.uk,www.flixboroughwharf.co.uk,"53° 37' 9"" N","0° 42' 5"" W",GBFLW,"Pier, Jetty or Wharf",Small,53.619166666666665,-0.7013888888888888
Flixborough,Trent Wharves,Gunness Wharf Limited,"Flixborough, Scunthorpe, North Lincolnshire DN15 8SRUnited Kingdom",44 01724 867691,44 01724 289421,NAN,info@gunnesswharf.co.uk,www.gunnesswharf.co.uk,"53° 36' 24"" N","0° 42' 39"" W",NAN,River Port,Small,53.60666666666667,-0.7108333333333333
Flotta,Flotta Gibralter Pier,Orkney Islands Council,"Department of Marine ServicesHarbour Authority BuildingScapa, Scotland KW15 1SDUnited Kingdom",44 1856 873636,44 1856 873012,NAN,harbours@orkney.gov.uk,www.orkneyharbours.com,"58° 50' 27"" N","3° 7' 29"" W",NAN,"Pier, Jetty or Wharf",Very Small,58.840833333333336,-3.124722222222222
Flotta,Flotta Oil Terminal,Orkney Islands Council,"Department of Marine ServicesHarbour Authority BuildingScapa, Scotland KW15 1SDUnited Kingdom",44 1856 873636,44 1856 873012,NAN,harbours@orkney.gov.uk,www.orkneyharbours.com,"58° 50' 34"" N","3° 7' 3"" W",GBFLH,"Pier, Jetty or Wharf",Small,58.84277777777778,-3.1175
Folkestone,Folkestone Harbour,Folkestone Harbour Co Ltd,"Folkestone HarbourFolkestone, Kent CT20 1QHUnited Kingdom",44 1303 254597,44 1303 254692,NAN,harbourmaster@folkestoneharbour.com,www.folkestoneharbour.com,"51° 4' 42"" N","1° 11' 26"" E",GBFOL,Harbor,Small,51.07833333333333,1.1905555555555556
Fortrose,Fortrose Harbor,Highland Council,"St. Andrews WalkFortrose, Ross-shire, Scotland IV10 8TPUnited Kingdom",NAN,NAN,NAN,NAN,NAN,"57° 34' 42"" N","4° 8' 2"" W",NAN,Harbor,Small,57.57833333333333,-4.133888888888889
Fosdyke,Port of Fosdyke,Port of Fosdyke Ltd,Fosdyke BridgeBoston PE20 2DBUnited Kingdom,44 1205 260240,44 1205 260400,NAN,NAN,NAN,"52° 52' 18"" N","0° 2' 25"" W",GBFDK,Marina,Small,52.87166666666667,-0.04027777777777777
Fowey,Port of Fowey,Fowey Harbour Commissioners,"Fowey Harbour OfficeFowey, Cornwall PL23 1AJUnited Kingdom",44 1726 832471,44 1726 833738,NAN,fhc@foweyharbour.co.uk,www.foweyharbour.co.uk,"50° 20' 11"" N","4° 37' 58"" W",GBFOY,Harbor,Small,50.33638888888889,-4.632777777777778
Gainsborough,Beckingham Wharf,TW Logistics Limited,Gainsborough Riverside 01427 615411United Kingdom,NAN,NAN,NAN,enquiries@twlogistics.co.uk,www.twlogistics.co.uk,"53° 23' 59"" N","0° 46' 48"" W",NAN,"Pier, Jetty or Wharf",Small,53.39972222222222,-0.78
Garston,Port of Garston,Associated British Ports,"ABP Garston, Port OfficeGarstonLiverpool L19 2JWUnited Kingdom",0151 427 5971,0151 494 3232,NAN,nridehalgh@abports.co.uk,www.abports.co.uk/custinfo/ports/garston.htm,"53° 20' 59"" N","2° 54' 23"" W",GBGTN,Harbor,Small,53.349722222222226,-2.906388888888889
Girvan,Girvan Harbor,South Ayrshire Council,"Macadam House34 Charlotte StreetAyr, Scotland KA7 1EAUnited Kingdom",01465 713648,NAN,NAN,NAN,www.south-ayrshire.gov.uk,"55° 14' 39"" N","4° 51' 37"" W",GBGIR,Harbor,Small,55.244166666666665,-4.860277777777777
Glasgow,Glasgow Harbour,NAN,"16 Robertson StreetGlasgow, Scotland G2 8DSUnited Kingdom",0870 013 5183,NAN,NAN,info@glasgowharbour.com,www.glasgowharbour.com,"55° 51' 47"" N","4° 18' 18"" W",GBGLW,River Port,Small,55.863055555555555,-4.305
Glasgow,King George V Dock,Clydeport Ltd,GovanGlasgow G51 4SDUnited Kingdom,0141 445 2241,NAN,NAN,alastair.mackinnon@clydeport.co.uk,www.clydeport.co.uk,"55° 52' 24"" N","4° 21' 29"" W",GBGLW,River Port,Small,55.873333333333335,-4.358055555555556
Glensanda,Port of Glensanda,Foster Yeoman Ltd,"Glensanda Quarry OperationsRhugh Garbh DepotBarcaldine, Oban PA37 1SLUnited Kingdom",01631 730441,NAN,NAN,NAN,NAN,"56° 33' 59"" N","5° 32' 8"" W",GBGSA,"Pier, Jetty or Wharf",Small,56.56638888888889,-5.535555555555556
Gloucester,Gloucester and Sharpness Canal,British Waterways,"The Dock Office, Commercial Road,Gloucester GL1 2EBUnited Kingdom",01452 318000,01452 318076,NAN,enquiries.southwest@britishwaterways.co.uk,www.britishwaterways.co.uk,"51° 46' 42"" N","2° 21' 31"" W",NAN,Canal,Small,51.77833333333333,-2.358611111111111
Gloucester,Gloucester Harbour,Gloucester Harbour Trustees,"Navigation House, The DocksSharpnessBerkeley, Gloucestershire GL13 9UDUnited Kingdom",NAN,NAN,NAN,mike.johnson@gloucesterharbourtrustees.org.uk,www.gloucesterharbourtrustees.org.uk,"51° 51' 37"" N","2° 15' 19"" W",NAN,River Port,Small,51.86027777777778,-2.2552777777777777
Goole,Port of Goole,Associated British Ports,ABP GooleEast ParadeGoole DN14 5RBUnited Kingdom,NAN,NAN,NAN,mkennerley@abports.co.uk,www.abports.co.uk/custinfo/ports/goole.htm,"53° 41' 57"" N","0° 52' 3"" W",GBGOO,River Port,Small,53.69916666666666,-0.8675
Gorey,Gorey harbour,Jersey Harbours,"Maritime HouseLa Route du Port ElizabethSt Helier, Jersey, Channel Islands JE1 1HBUnited Kingdom",1534 44 77 88,1534 44 77 99,NAN,jerseyharbours@gov.je,www.jersey-harbours.com,"49° 11' 53"" N","2° 1' 17"" W",NAN,Marina,Small,49.198055555555555,-2.0213888888888887
Gosport,Gosport Marina,Gosport Marina Limited,"Mumby RoadGosport, Hampshire PO12 1AHUnited Kingdom",023 92 524811,023 92 589541,NAN,NAN,NAN,"50° 47' 42"" N","1° 7' 0"" W",GBGOS,Marina,Small,50.794999999999995,-1.1166666666666667
Gourdon,Gourdon Harbour,Aberdeenshire Council,"Harbour OfficesWest PierGourdon, Banffshire DD10 0LWUnited Kingdom",01569 762741,NAN,NAN,NAN,www.aberdeenshire.gov.uk/harbours,"56° 49' 37"" N","2° 17' 12"" W",NAN,Harbor,Small,56.82694444444445,-2.2866666666666666
Gourock,Gourock Harbour,Caledonian MacBrayne Ltd,The Ferry TerminalGourock PA19 1QPUnited Kingdom,44 1475 650100,44 1475 650336,NAN,NAN,www.calmac.co.uk,"55° 57' 28"" N","4° 48' 37"" W",GBGUR,Harbor,Small,55.95777777777778,-4.810277777777777
Graemsay,Graemsay Pier,Orkney Islands Council,"Department of Marine ServicesHarbour Authority BuildingScapa, Scotland KW15 1SDUnited Kingdom",44 1856 873636,44 1856 873012,NAN,harbours@orkney.gov.uk,www.orkneyharbours.com,"58° 55' 52"" N","3° 16' 2"" W",NAN,"Pier, Jetty or Wharf",Very Small,58.93111111111111,-3.2672222222222222
Granton,Port of Granton,Forth Ports PLC,"Carron HouseCentral Dock RoadGrangemouth, Stirlingshire FK3 8TYUnited Kingdom",44 1324 668400,NAN,NAN,alan.burns@forthports.co.uk,www.forthports.co.uk,"55° 59' 3"" N","3° 13' 32"" W",GBGRN,Seaport,Small,55.98416666666667,-3.2255555555555557
Gravesend,Port of Gravesend,NAN,GravesendUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"51° 26' 45"" N","0° 21' 43"" E",GBGVS,Seaport,Small,51.44583333333333,0.3619444444444444
Gravir,Port of Gravir,Comhairle Nan Eilean Siar,"Balivanich, Isle of Benbecula HS7 5LAUnited Kingdom",44 1870 602425,44 1870 602988,NAN,harbourmaster@cne-siar.gov.uk,www.cne-siar.gov.uk/harbourmaster,"58° 2' 52"" N","6° 25' 26"" W",NAN,"Pier, Jetty or Wharf",Very Small,58.047777777777775,-6.423888888888889
Grays,Port of Grays,NAN,GraysUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"51° 28' 19"" N","0° 18' 41"" E",GBGYS,Seaport,Small,51.471944444444446,0.3113888888888889
Greenock,Greenock Ocean Terminal,Clydeport Ltd,Patrick StreetGreenock PA16 8UPUnited Kingdom,01475 726171,NAN,NAN,andrew.hemphill@clydeport.co.uk,www.clydeport.co.uk,"55° 57' 17"" N","4° 45' 38"" W",GBGRK,Seaport,Small,55.95472222222222,-4.760555555555555
Greenwich,Port of Greenwich,NAN,GreenwichUnited Kingdom,NAN,NAN,NAN,NAN,NAN,"51° 28' 59"" N","0° 0' 0"" E",GBGNW,Seaport,Small,51.48305555555556,0.0
Griminish,Port of Griminish,Comhairle Nan Eilean Siar,"Balivanich, Isle of Benbecula HS7 5LAUnited Kingdom",44 1870 602425,44 1870 602988,NAN,harbourmaster@cne-siar.gov.uk,www.cne-siar.gov.uk/harbourmaster,"57° 39' 14"" N","7° 26' 19"" W",NAN,"Pier, Jetty or Wharf",Very Small,57.653888888888886,-7.438611111111111
Grimsby,Port of Grimsby,Associated British Ports,Port OfficeCleethorpe RoadGrimsby DN31 3LLUnited Kingdom,01472 359 181,01472 242 488,NAN,npalmer@abports.co.uk,www.abports.co.uk/custinfo/ports/grimsby.htm,"53° 34' 40"" N","0° 4' 24"" W",GBGSY,Harbor,Small,53.57777777777778,-0.07333333333333333
Gunness,Grove Wharf,Wharton Grove Wharf Ltd,"Grove WharfGunness, Scunthorpe DN15 8UAUnited Kingdom",01724 788100,01724 782610,NAN,martin.rees@whartongrovewharf.co.uk,www.whartongrovewharf.co.uk,"53° 36' 20"" N","0° 42' 51"" W",GBGUW,River Port,Small,53.605555555555554,-0.7141666666666666
Gunness,Gunness Wharf Limited,RMS Europe Group,"Flixborough Wharf LtdTrent Port HouseFlixborough, Scunthorpe DN15 8RSUnited Kingdom",01724 867691,01724 851207,NAN,info@gunnesswharf.co.uk,www.rms-europe.co.uk,"53° 35' 15"" N","0° 43' 53"" W",NAN,River Port,Small,53.587500000000006,-0.7313888888888889
Hamble,Hamble Harbour,The River Hamble Harbour Authority,"River Hamble Harbour OfficeShore RoadWarsash, Hampshire SO31 9FRUnited Kingdom",44 1489 576387,44 1489 580718,NAN,NAN,www.hants.gov.uk/hambleharbour,"50° 51' 56"" N","1° 18' 30"" W",GBHAM,Harbor,Small,50.86555555555556,-1.3083333333333333
Harwich,Harwich Harbor,Harwich Haven Authority,"The QuayHarwich, Essex CO12 3HHUnited Kingdom",01255 243030,01255 241302,NAN,harbour.house@hha.co.uk,www.hha.co.uk,"51° 56' 52"" N","1° 17' 15"" E",GBHRW,Harbor,Small,51.94777777777777,1.2874999999999999
Harwich,Harwich International Port,Harwich International Port Limited,"ParkestonHarwich, Essex CO12 4SRUnited Kingdom",44 01255 242000,44 01255 241400,NAN,enquiries@harwich.co.uk,www.harwich.co.uk,"51° 56' 53"" N","1° 15' 3"" E",GBHRW,Seaport,Small,51.948055555555555,1.2508333333333332
Haun,Haun Harbor,Comhairle Nan Eilean Siar,"Haun, ScotlandUnited Kingdom",01870 602425,NAN,NAN,calum-macleod@cne-siar.gov.uk,www.cne-siar.gov.uk/harbourmaster,"57° 5' 13"" N","7° 18' 8"" W",NAN,"Pier, Jetty or Wharf",Very Small,57.08694444444445,-7.302222222222222
